Geneid	Length
gene5510	3502
gene5511	5154
gene5512	2449
gene5513	1712
gene5514	1410
gene5515	2876
gene5516	495
gene5517	2077
gene5518	3376
gene5519	375
gene5520	3947
gene5521	1036
gene5522	3652
gene5523	2325
gene5524	2160
gene5525	928
gene5526	2389
gene5527	3241
gene5528	3266
gene5529	2095
gene5530	1808
gene5531	4342
gene5532	1491
gene5533	3025
gene5534	2453
gene5535	2318
gene5536	4595
gene5537	2258
gene5538	6471
gene5539	5339
gene5540	949
gene5541	3558
gene5542	2474
gene5543	3493
gene5544	1023
gene5545	555
gene5546	1761
gene5547	5321
gene5548	2557
gene5549	648
gene5550	71
gene5551	2749
gene5552	2659
gene5553	2489
gene5554	5353
gene5555	1448
gene5556	1622
gene5557	6648
gene5558	2153
gene5559	2465
gene5560	1809
gene5561	1109
gene5562	1323
gene5563	2721
gene5564	3841
gene5565	1295
gene5566	1298
gene5567	1260
gene5568	605
gene5569	2965
gene5570	2940
gene5571	2816
gene5572	3914
gene5573	4301
gene5574	2354
gene5575	2135
gene5576	1852
gene5577	1599
gene5578	1685
gene5579	2575
gene5580	5367
gene5581	1838
gene5582	2008
gene5583	627
gene5584	2396
gene5585	1892
gene5586	3320
gene5587	3362
gene5588	1971
gene5589	2819
gene5590	1163
gene5591	802
gene5592	2704
gene5593	1172
gene5594	1599
gene5595	2539
gene5596	3904
gene5597	1539
gene5598	3782
gene5599	4813
gene5600	2090
gene5601	85
gene5602	1614
gene5603	1567
gene5604	2762
gene5605	4113
gene5606	889
gene5607	1030
gene5608	3507
gene5609	2768
gene5610	306
gene5611	1986
gene5612	1495
gene5613	74
gene5614	1815
gene5615	937
gene5616	2565
gene5617	3518
gene5618	1490
gene5619	3408
gene5620	2456
gene5621	74
gene5622	1848
gene5623	2244
gene5624	6589
gene5625	2425
gene5626	2695
gene5627	1489
gene5628	3445
gene5629	2223
gene5630	2336
gene5631	2810
gene5632	2051
gene5633	3396
gene5634	72
gene5635	2621
gene5636	2714
gene5637	1450
gene5638	1255
gene5639	3075
gene5640	4063
gene5641	3475
gene5642	2508
gene5643	1588
gene5644	4023
gene5645	1402
gene5646	2705
gene5647	2381
gene5648	2280
gene5649	596
gene5650	3607
gene5651	1326
gene5652	1624
gene5653	2408
gene5654	5105
gene5655	1835
gene5656	3221
gene5657	1935
gene5658	1886
gene5659	1410
gene5660	3640
gene5661	796
gene5662	1450
gene5663	741
gene5664	288
gene5665	3203
gene5666	10084
gene5667	765
gene5668	2701
gene5669	825
gene5670	591
gene5671	564
gene5672	1284
gene5673	4148
gene5674	3316
gene5675	3660
gene5676	1682
gene5677	5629
gene5678	92
gene5679	2086
gene5680	85
gene5681	1510
gene5682	345
gene5683	3324
gene5684	1423
gene5685	2720
gene5686	2036
gene5687	957
gene5688	1878
gene5689	656
gene5690	2565
gene5691	3918
gene5692	357
gene5693	5519
gene5694	1609
gene5695	7364
gene5696	2579
gene5697	1250
gene5698	1249
gene5699	1003
gene5700	1617
gene5701	2792
gene5702	2556
gene5703	1904
gene5704	1880
gene5705	1177
gene5706	513
gene5707	1985
gene5708	2187
gene5709	3072
gene5710	1772
gene5711	1499
gene5712	101
gene5713	2022
gene5714	1534
gene5715	2983
gene5716	1506
gene5717	1116
gene5718	1314
gene5719	1833
gene5720	94
gene5721	818
gene5722	1060
gene5723	1251
gene5724	763
gene5725	639
gene5726	1562
gene5727	1171
gene5728	858
gene5729	2477
gene5730	2487
gene5731	1425
gene5732	116
gene5733	1921
gene5734	2247
gene5735	1535
gene5736	1661
gene5737	2157
gene5738	1170
gene5739	1609
gene5740	87
gene5741	2091
gene5742	89
gene5743	91
gene5744	1557
gene5745	1488
gene5746	6696
gene5747	1041
gene5748	1376
gene5749	3999
gene5750	2451
gene5751	1258
gene5752	1792
gene5753	71
gene5754	3107
gene5755	324
gene5756	2154
gene5757	148
gene5758	5371
gene5759	1590
gene5760	1411
gene5761	1661
gene5762	2150
gene5763	3907
gene5764	1733
gene5765	3117
gene5766	3336
gene5767	2191
gene5768	3542
gene5769	1620
gene5770	2543
gene5771	2321
gene5772	2490
gene5773	2093
gene5774	2804
gene5775	339
gene5776	1605
gene5777	3654
gene5778	6980
gene5779	2289
gene5780	1713
gene5781	3476
gene5782	2728
gene5783	669
gene5784	2188
gene5785	1615
gene5786	1657
gene5787	2104
gene5788	4055
gene5789	606
gene5790	89
gene5791	2377
gene5792	2549
gene5793	2735
gene5794	2892
gene5795	3283
gene5796	1788
gene5797	3380
gene5798	1437
gene5799	100
gene5800	4280
gene5801	2410
gene5802	357
gene5803	1168
gene5804	1142
gene5805	2105
gene5806	2027
gene5807	984
gene5808	1843
gene5809	2644
gene5810	2163
gene5811	1727
gene5812	1420
gene5813	1779
gene5814	3488
gene5815	1698
gene5816	1647
gene5817	2418
gene5818	2896
gene5819	1179
gene5820	3667
gene5821	2282
gene5822	1030
gene5823	1600
gene5824	1905
gene5825	1282
gene5826	1785
gene5827	555
gene5828	1138
gene5829	1364
gene5830	2004
gene5831	1809
gene5832	1717
gene5833	2001
gene5834	972
gene5835	1248
gene5836	2336
gene5837	4675
gene5838	5033
gene5839	1367
gene5840	935
gene5841	2356
gene5842	3427
gene5843	3105
gene5844	4239
gene5845	2703
gene5846	1232
gene5847	3231
gene5848	2001
gene5849	3307
gene5850	1044
gene5851	2088
gene5852	1834
gene5853	2018
gene5854	1708
gene5855	2535
gene5856	5294
gene5857	1399
gene5858	3840
gene5859	2917
gene5860	1940
gene5861	1911
gene5862	2007
gene5863	768
gene5864	774
gene5865	4301
gene5866	2989
gene5867	1603
gene5868	1990
gene5869	2671
gene5870	3087
gene5871	831
gene5872	1563
gene5873	3795
gene5874	2472
gene5875	2459
gene5876	2361
gene5877	4746
gene5878	6634
gene5879	501
gene5880	6378
gene5881	1839
gene5882	859
gene5883	3772
gene5884	2119
gene5885	2885
gene5886	1718
gene5887	1733
gene5888	3388
gene5889	1861
gene5890	3893
gene5891	2171
gene5892	1576
gene5893	1423
gene5894	1854
gene5895	1181
gene5896	3366
gene5897	874
gene5898	2230
gene5899	3409
gene5900	795
gene5901	885
gene5902	1012
gene5903	2210
gene5904	3223
gene5905	2968
gene5906	382
gene5907	2500
gene5908	2427
gene5909	2139
gene5910	2485
gene5911	2437
gene5912	1813
gene5913	3481
gene5914	1881
gene5915	793
gene5916	2302
gene5917	1485
gene5918	2332
gene5919	517
gene5920	100
gene5921	4721
gene5922	2026
gene5923	466
gene5924	2263
gene5925	3345
gene5926	4444
gene5927	4008
gene5928	2610
gene5929	2907
gene5930	1649
gene5931	2176
gene5932	459
gene5933	2491
gene5934	2412
gene5935	2416
gene5936	3331
gene5937	969
gene5938	2119
gene5939	2929
gene5940	1344
gene5941	279
gene5942	282
gene5943	810
gene5944	651
gene5945	1400
gene5946	2224
gene5947	3663
gene5948	267
gene5949	5071
gene5950	74
gene5951	2289
gene5952	5262
gene5953	2185
gene5954	571
gene5955	1824
gene5956	3184
gene5957	1654
gene5958	2073
gene5959	1261
gene5960	1552
gene5961	948
gene5962	2979
gene5963	1123
gene5964	1326
gene5965	3450
gene5966	1192
gene5967	3458
gene5968	572
gene5969	85
gene5970	1380
gene5971	2386
gene5972	894
gene5973	3345
gene5974	405
gene5975	1543
gene5976	3641
gene5977	1739
gene5978	3771
gene5979	1711
gene5980	2116
gene5981	3453
gene5982	348
gene5983	2789
gene5984	2693
gene5985	3830
gene5986	1360
gene5987	1167
gene5988	1347
gene5989	4610
gene5990	5074
gene5991	2077
gene5992	2634
gene5993	1628
gene5994	4749
gene5995	456
gene5996	1490
gene5997	2506
gene5998	557
gene5999	5154
gene6000	2685
gene6001	414
gene6002	345
gene6003	1517
gene6004	712
gene6005	99
gene6006	1344
gene6007	91
gene6008	4675
gene6009	324
gene6010	2464
gene6011	1329
gene6012	2255
gene6013	1382
gene6014	1292
gene6015	1908
gene6016	1341
gene6017	2138
gene6018	93
gene6019	1782
gene6020	1648
gene6021	1483
gene6022	3062
gene6023	2910
gene6024	3453
gene6025	303
gene6026	1794
gene6027	1030
gene6028	942
gene6029	2651
gene6030	3749
gene6031	3259
gene6032	902
gene6033	1635
gene6034	444
gene6035	674
gene6036	823
gene6037	1999
gene6038	2166
gene6039	1824
gene6040	912
gene6041	96
gene6042	2920
gene6043	753
gene6044	73
gene6045	2193
gene6046	96
gene6047	115
gene6048	1029
gene6049	107
gene6050	116
gene6051	1936
gene6052	2519
gene6053	3096
gene6054	2680
gene6055	1959
gene6056	1437
gene6057	4257
gene6058	1746
gene6059	648
gene6060	2749
gene6061	1930
gene6062	2162
gene6063	1143
gene6064	676
gene6065	1023
gene6066	559
gene6067	82
gene6068	2361
gene6069	1392
gene6070	2023
gene6071	3394
gene6072	2081
gene6073	1007
gene6074	1104
gene6075	5005
gene6076	3399
gene6077	71
gene6078	92
gene6079	2624
gene6080	3393
gene6081	1584
gene6082	1233
gene6083	819
gene6084	918
gene6085	74
gene6086	2279
gene6087	6335
gene6088	7468
gene6089	887
gene6090	641
gene6091	2612
gene6092	1251
gene6093	1259
gene6094	3311
gene6095	72
gene6096	2289
gene6097	1616
gene6098	1586
gene6099	2459
gene6100	2897
gene6101	1967
gene6102	1485
gene6103	898
gene6104	2604
gene6105	1389
gene6106	2440
gene6107	2295
gene6108	1201
gene6109	1306
gene6110	2715
gene6111	1005
gene6112	3004
gene6113	1933
gene6114	4116
gene6115	2298
gene6116	3011
gene6117	1916
gene6118	3165
gene6119	5426
gene6120	2796
gene6121	2255
gene6122	909
gene6123	579
gene6124	2113
gene6125	1269
gene6126	2557
gene6127	3930
gene6128	1128
gene6129	1152
gene6130	1293
gene6131	1232
gene6132	1904
gene6133	2689
gene6134	1748
gene6135	3363
gene6136	1903
gene6137	4032
gene6138	2543
gene6139	693
gene6140	1687
gene6141	85
gene6142	2935
gene6143	1381
gene6144	1238
gene6145	2194
gene6146	1406
gene6147	399
gene6148	3032
gene6149	1518
gene6150	2782
gene6151	1731
gene6152	1752
gene6153	1245
gene6154	1327
gene6155	3335
gene6156	1290
gene6157	1168
gene6158	1070
gene6159	2583
gene6160	2233
gene6161	2663
gene6162	1918
gene6163	93
gene6164	3324
gene6165	71
gene6166	2193
gene6167	85
gene6168	1320
gene6169	2428
gene6170	14138
gene6171	1583
gene6172	1422
gene6173	73
gene6174	1411
gene6175	4828
gene6176	73
gene6177	3213
gene6178	1844
gene6179	1941
gene6180	6102
gene6181	3287
gene6182	4055
gene6183	3016
gene6184	4869
gene6185	2316
gene6186	3638
gene6187	2151
gene6188	2449
gene6189	2680
gene6190	2755
gene6191	765
gene6192	2852
gene6193	2005
gene6194	1842
gene6195	4656
gene6196	73
gene6197	2217
gene6198	2353
gene6199	9227
gene6200	2954
gene6201	4974
gene6202	2255
gene6203	2859
gene6204	2037
gene6205	379
gene6206	6484
gene6207	3614
gene6208	4633
gene6209	1098
gene6210	2189
gene6211	1823
gene6212	1614
gene6213	2283
gene6214	1521
gene6215	4872
gene6216	2330
gene6217	2734
gene6218	3129
gene6219	1314
gene6220	3631
gene6221	2877
gene6222	3010
gene6223	483
gene6224	85
gene6225	85
gene6226	4245
gene6227	1836
gene6228	483
gene6229	1861
gene6230	930
gene6231	2027
gene6232	3665
gene6233	76
gene6234	756
gene6235	2771
gene6236	435
gene6237	2808
gene6238	1649
gene6239	1548
gene6240	88
gene6241	92
gene6242	1443
gene6243	936
gene6244	1544
gene6245	981
gene6246	654
gene6247	462
gene6248	585
gene6249	95
gene6250	4026
gene6251	291
gene6252	574
gene6253	1443
gene6254	2696
gene6255	3198
gene6256	2659
gene6257	1545
gene6258	1422
gene6259	1956
gene6260	1710
gene6261	1110
gene6262	825
gene6263	2082
gene6264	1179
gene6265	336
gene6266	1257
gene6267	3228
gene6268	1444
gene6269	2989
gene6270	554
gene6271	1386
gene6272	834
gene6273	1331
gene6274	2458
gene6275	633
gene6276	72
gene6277	3860
gene6278	768
gene6279	4598
gene6280	586
gene6281	2026
gene6282	115
gene6283	1286
gene6284	115
gene6285	1731
gene6286	2083
gene6287	74
gene6288	2152
gene6289	1117
gene6290	2408
gene6291	85
gene6292	85
gene6293	116
gene6294	872
gene6295	2488
gene6296	2848
gene6297	799
gene6298	393
gene6299	116
gene6300	2074
gene6301	2014
gene6302	1074
gene6303	780
gene6304	450
gene6305	585
gene6306	864
gene6307	2146
gene6308	1939
gene6309	1122
gene6310	2058
gene6311	2130
gene6312	74
gene6313	1771
gene6314	282
gene6315	1321
gene6316	2356
gene6317	2357
gene6318	744
gene6319	5156
gene6320	92
gene6321	2070
gene6322	684
gene6323	2135
gene6324	1359
gene6325	5113
gene6326	5372
gene6327	2338
gene6328	3006
gene6329	2835
gene6330	1370
gene6331	1137
gene6332	1482
gene6333	1711
gene6334	3569
gene6335	2420
gene6336	1918
gene6337	1567
gene6338	2745
gene6339	1947
gene6340	2306
gene6341	2932
gene6342	2243
gene6343	1671
gene6344	1406
gene6345	3146
gene6346	3303
gene6347	1435
gene6348	4638
gene6349	1845
gene6350	1850
gene6351	1622
gene6352	1451
gene6353	2543
gene6354	2166
gene6355	1593
gene6356	987
gene6357	4520
gene6358	342
gene6359	1618
gene6360	3851
gene6361	1384
gene6362	1762
gene6363	1150
gene6364	2584
gene6365	414
gene6366	1439
gene6367	789
gene6368	2080
gene6369	1279
gene6370	2489
gene6371	1833
gene6372	4519
gene6373	4003
gene6374	3302
gene6375	2865
gene6376	4767
gene6377	4722
gene6378	3643
gene6379	1315
gene6380	891
gene6381	1955
gene6382	885
gene6383	4176
gene6384	4342
gene6385	3113
gene6386	4642
gene6387	1265
gene6388	1785
gene6389	2359
gene6390	2411
gene6391	1616
gene6392	1448
gene6393	6848
gene6394	1067
gene6395	1041
gene6396	2005
gene6397	5045
gene6398	89
gene6399	2055
gene6400	1505
gene6401	2779
gene6402	4821
gene6403	1676
gene6404	4187
gene6405	5158
gene6406	1839
gene6407	1581
gene6408	1535
gene6409	1681
gene6410	1778
gene6411	3194
gene6412	1092
gene6413	1413
gene6414	1409
gene6415	3760
gene6416	1186
gene6417	2417
gene6418	3012
gene6419	2455
gene6420	116
gene6421	780
gene6422	3493
gene6423	1507
gene6424	1277
gene6425	904
gene6426	5202
gene6427	1956
gene6428	2277
gene6429	2042
gene6430	2242
gene6431	1187
gene6432	788
gene6433	3271
gene6434	2385
gene6435	5117
gene6436	1741
gene6437	3324
gene6438	1188
gene6439	1515
gene6440	1484
gene6441	3155
gene6442	3314
gene6443	2300
gene6444	1828
gene6445	2409
gene6446	3879
gene6447	5132
gene6448	1689
gene6449	777
gene6450	3276
gene6451	2419
gene6452	3386
gene6453	2599
gene6454	1879
gene6455	72
gene6456	72
gene6457	1296
gene6458	642
gene6459	1691
gene6460	2580
gene6461	1617
gene6462	942
gene6463	3738
gene6464	1933
gene6465	3938
gene6466	2051
gene6467	3864
gene6468	3251
gene6469	2094
gene6470	1482
gene6471	351
gene6472	1132
gene6473	2055
gene6474	2106
gene6475	3240
gene6476	621
gene6477	697
gene6478	3045
gene6479	2468
gene6480	720
gene6481	1082
gene6482	838
gene6483	1855
gene6484	933
gene6485	1042
gene6486	2032
gene6487	1239
gene6488	1627
gene6489	432
gene6490	1965
gene6491	387
gene6492	1689
gene6493	1841
gene6494	1584
gene6495	1251
gene6496	1628
gene6497	1577
gene6498	154
gene6499	3206
gene6500	1526
gene6501	90
gene6502	1325
gene6503	2275
gene6504	3964
gene6505	1083
gene6506	3075
gene6507	1527
gene6508	1549
gene6509	2468
gene6510	4934
gene6511	1334
gene6512	1157
gene6513	1368
gene6514	736
gene6515	2536
gene6516	3735
gene6517	3662
gene6518	2125
gene6519	477
gene6520	1215
gene6521	1701
gene6522	1287
gene6523	1545
gene6524	2588
gene6525	882
gene6526	2804
gene6527	2813
gene6528	3936
gene6529	2015
gene6530	1738
gene6531	1674
gene6532	2466
gene6533	2631
gene6534	2652
gene6535	1210
gene6536	736
gene6537	3565
gene6538	2701
gene6539	801
gene6540	3420
gene6541	3804
gene6542	1720
gene6543	1413
gene6544	1395
gene6545	1859
gene6546	1122
gene6547	336
gene6548	492
gene6549	976
gene6550	2409
gene6551	1156
gene6552	2063
gene6553	1758
gene6554	2490
gene6555	339
gene6556	2045
gene6557	975
gene6558	1259
gene6559	309
gene6560	2688
gene6561	1146
gene6562	663
gene6563	1373
gene6564	1494
gene6565	2236
gene6566	2280
gene6567	1669
gene6568	4281
gene6569	2189
gene6570	561
gene6571	279
gene6572	6196
gene6573	1298
gene6574	686
gene6575	1852
gene6576	958
gene6577	543
gene6578	3851
gene6579	4468
gene6580	1427
gene6581	630
gene6582	1784
gene6583	2141
gene6584	2867
gene6585	495
gene6586	3151
gene6587	74
gene6588	393
gene6589	2498
gene6590	1482
gene6591	3181
gene6592	2078
gene6593	739
gene6594	870
gene6595	255
gene6596	1062
gene6597	1968
gene6598	1909
gene6599	1775
gene6600	1023
gene6601	399
gene6602	354
gene6603	1793
gene6604	1267
gene6605	2232
gene6606	2670
gene6607	2835
gene6608	840
gene6609	453
gene6610	315
gene6611	309
gene6612	1208
gene6613	1521
gene6614	1635
gene6615	92
gene6616	4425
gene6617	234
gene6618	3522
gene6619	2031
gene6620	2412
gene6621	1893
gene6622	2336
gene6623	95
gene6624	88
gene6625	1441
gene6626	1991
gene6627	2631
gene6628	2826
gene6629	3482
gene6630	2287
gene6631	1928
gene6632	2033
gene6633	339
gene6634	387
gene6635	2380
gene6636	4306
gene6637	552
gene6638	1731
gene6639	632
gene6640	2346
gene6641	960
gene6642	369
gene6643	1655
gene6644	1179
gene6645	990
gene6646	1641
gene6647	1806
gene6648	911
gene6649	3599
gene6650	2818
gene6651	7465
gene6652	393
gene6653	489
gene6654	333
gene6655	618
gene6656	327
gene6657	237
gene6658	522
gene6659	423
gene6660	572
gene6661	1554
gene6662	2471
gene6663	1113
gene6664	73
gene6665	264
gene6666	1908
gene6667	1717
gene6668	1256
gene6669	608
gene6670	92
gene6671	1363
gene6672	1938
gene6673	2827
gene6674	90
gene6675	1761
gene6676	3390
gene6677	2858
gene6678	2370
gene6679	1416
gene6680	1750
gene6681	2534
gene6682	2897
gene6683	1329
gene6684	1899
gene6685	3755
gene6686	942
gene6687	7031
gene6688	2267
gene6689	3204
gene6690	116
gene6691	2045
gene6692	95
gene6693	1056
gene6694	645
gene6695	1068
gene6696	1940
gene6697	839
gene6698	2368
gene6699	978
gene6700	89
gene6701	1544
gene6702	589
gene6703	1719
gene6704	2236
gene6705	2523
gene6706	1170
gene6707	1737
gene6708	1023
gene6709	2165
gene6710	504
gene6711	3327
gene6712	529
gene6713	71
gene6714	551
gene6715	591
gene6716	1282
gene6717	1175
gene6718	2274
gene6719	1455
gene6720	465
gene6721	1563
gene6722	1985
gene6723	3183
gene6724	2172
gene6725	1219
gene6726	2288
gene6727	1357
gene6728	741
gene6729	1654
gene6730	4259
gene6731	1610
gene6732	72
gene6733	255
gene6734	87
gene6735	87
gene6736	72
gene6737	2312
gene6738	1596
gene6739	1787
gene6740	3557
gene6741	3909
gene6742	790
gene6743	2329
gene6744	709
gene6745	3214
gene6746	3452
gene6747	3573
gene6748	1561
gene6749	2641
gene6750	691
gene6751	100
gene6752	72
gene6753	1885
gene6754	812
gene6755	4605
gene6756	2130
gene6757	1002
gene6758	4769
gene6759	506
gene6760	1158
gene6761	3117
gene6762	1306
gene6763	1959
gene6764	2643
gene6765	3730
gene6766	2259
gene6767	4738
gene6768	1565
gene6769	3208
gene6770	1375
gene6771	1858
gene6772	2875
gene6773	1654
gene6774	2744
gene6775	101
gene6776	2422
gene6777	2072
gene6778	2458
gene6779	2168
gene6780	1359
gene6781	3435
gene6782	2865
gene6783	2091
gene6784	1182
gene6785	1717
gene6786	95
gene6787	3283
gene6788	2682
gene6789	3402
gene6790	273
gene6791	2544
gene6792	3851
gene6793	1050
gene6794	1544
gene6795	1836
gene6796	2103
gene6797	3126
gene6798	1884
gene6799	2090
gene6800	2844
gene6801	1518
gene6802	2794
gene6803	3333
gene6804	3386
gene6805	237
gene6806	1959
gene6807	2242
gene6808	5463
gene6809	3938
gene6810	1325
gene6811	2976
gene6812	4947
gene6813	3522
gene6814	3984
gene6815	1545
gene6816	115
gene6817	1354
gene6818	3021
gene6819	1942
gene6820	2661
gene6821	2156
gene6822	1813
gene6823	4119
gene6824	804
gene6825	2951
gene6826	4424
gene6827	3395
gene6828	2011
gene6829	2135
gene6830	1280
gene6831	1555
gene6832	116
gene6833	1635
gene6834	1371
gene6835	2697
gene6836	2085
gene6837	2424
gene6838	116
gene6839	926
gene6840	3211
gene6841	1818
gene6842	116
gene6843	602
gene6844	3994
gene6845	1382
gene6846	1575
gene6847	3098
gene6848	1645
gene6849	116
gene6850	2186
gene6851	1234
gene6852	1839
gene6853	3069
gene6854	2265
gene6855	1581
gene6856	861
gene6857	1161
gene6858	1799
gene6859	1821
gene6860	4225
gene6861	5232
gene6862	1627
gene6863	701
gene6864	3333
gene6865	1718
gene6866	839
gene6867	1422
gene6868	411
gene6869	1526
gene6870	755
gene6871	477
gene6872	303
gene6873	1095
gene6874	7271
gene6875	510
gene6876	207
gene6877	1115
gene6878	1420
gene6879	1175
gene6880	1734
gene6881	5963
gene6882	6587
gene6883	3532
gene6884	1844
gene6885	4199
gene6886	1899
gene6887	1229
gene6888	1095
gene6889	2483
gene6890	2982
gene6891	2182
gene6892	1368
gene6893	1104
gene6894	1881
gene6895	2497
gene6896	1508
gene6897	1975
gene6898	1926
gene6899	4150
gene6900	3054
gene6901	74
gene6902	321
gene6903	2260
gene6904	2487
gene6905	1977
gene6906	459
gene6907	6437
gene6908	3540
gene6909	1212
gene6910	2632
gene6911	1666
gene6912	1464
gene6913	2772
gene6914	3011
gene6915	801
gene6916	944
gene6917	1240
gene6918	1929
gene6919	2803
gene6920	935
gene6921	652
gene6922	653
gene6923	1832
gene6924	1059
gene6925	1462
gene6926	426
gene6927	3505
gene6928	3202
gene6929	336
gene6930	5054
gene6931	4436
gene6932	87
gene6933	97
gene6934	4120
gene6935	3149
gene6936	2365
gene6937	4280
gene6938	3756
gene6939	5227
gene6940	1553
gene6941	2521
gene6942	3126
gene6943	3763
gene6944	1929
gene6945	1978
gene6946	3150
gene6947	3112
gene6948	369
gene6949	2660
gene6950	3421
gene6951	2812
gene6952	1274
gene6953	1576
gene6954	4619
gene6955	1787
gene6956	3237
gene6957	2271
gene6958	3153
gene6959	2471
gene6960	2099
gene6961	7964
gene6962	4253
gene6963	685
gene6964	741
gene6965	4359
gene6966	1566
gene6967	2653
gene6968	1217
gene6969	2600
gene6970	2782
gene6971	1410
gene6972	2887
gene6973	3053
gene6974	3099
gene6975	417
gene6976	456
gene6977	2075
gene6978	1754
gene6979	1628
gene6980	109
gene6981	898
gene6982	659
gene6983	1155
gene6984	2582
gene6985	1962
gene6986	2673
gene6987	1480
gene6988	2157
gene6989	4559
gene6990	2222
gene6991	2847
gene6992	1857
gene6993	1788
gene6994	1307
gene6995	3113
gene6996	693
gene6997	615
gene6998	3214
gene6999	1604
gene7000	3924
gene7001	3196
gene7002	2991
gene7003	1687
gene7004	2310
gene7005	1405
gene7006	2483
gene7007	1845
gene7008	1879
gene7009	842
gene7010	1712
gene7011	807
gene7012	3316
gene7013	2907
gene7014	2182
gene7015	893
gene7016	1376
gene7017	2013
gene7018	2015
gene7019	1586
gene7020	1699
gene7021	2401
gene7022	3299
gene7023	1508
gene7024	621
gene7025	6391
gene7026	1834
gene7027	2194
gene7028	1607
gene7029	4146
gene7030	2211
gene7031	1130
gene7032	2136
gene7033	2017
gene7034	2031
gene7035	1773
gene7036	4685
gene7037	849
gene7038	2769
gene7039	3078
gene7040	1887
gene7041	2209
gene7042	4097
gene7043	3208
gene7044	1338
gene7045	1823
gene7046	5018
gene7047	2346
gene7048	1061
gene7049	2536
gene7050	737
gene7051	1870
gene7052	1225
gene7053	3453
gene7054	5067
gene7055	3327
gene7056	3257
gene7057	3498
gene7058	1729
gene7059	1712
gene7060	2436
gene7061	892
gene7062	4834
gene7063	2042
gene7064	3044
gene7065	2167
gene7066	2196
gene7067	4607
gene7068	1723
gene7069	2068
gene7070	1226
gene7071	2606
gene7072	1995
gene7073	1801
gene7074	2955
gene7075	639
gene7076	1238
gene7077	1043
gene7078	3922
gene7079	1687
gene7080	1080
gene7081	6367
gene7082	1533
gene7083	3338
gene7084	2588
gene7085	2067
gene7086	1783
gene7087	1317
gene7088	4817
gene7089	7059
gene7090	1681
gene7091	1312
gene7092	1901
gene7093	2854
gene7094	1452
gene7095	2391
gene7096	2057
gene7097	2443
gene7098	924
gene7099	195
gene7100	3457
gene7101	342
gene7102	1667
gene7103	2896
gene7104	525
gene7105	1790
gene7106	2491
gene7107	1026
gene7108	1637
gene7109	2552
gene7110	2004
gene7111	5949
gene7112	1173
gene7113	1469
gene7114	116
gene7115	81
gene7116	4305
gene7117	1237
gene7118	2375
gene7119	625
gene7120	1747
gene7121	4616
gene7122	384
gene7123	1414
gene7124	2993
gene7125	1396
gene7126	1117
gene7127	4269
gene7128	1430
gene7129	387
gene7130	2425
gene7131	2702
gene7132	2061
gene7133	2963
gene7134	2151
gene7135	1294
gene7136	3609
gene7137	2054
gene7138	2571
gene7139	1526
gene7140	1701
gene7141	2679
gene7142	528
gene7143	804
gene7144	2869
gene7145	2925
gene7146	1180
gene7147	4118
gene7148	1860
gene7149	3313
gene7150	2718
gene7151	1068
gene7152	744
gene7153	3689
gene7154	1215
gene7155	980
gene7156	1443
gene7157	3859
gene7158	1667
gene7159	1573
gene7160	717
gene7161	888
gene7162	1047
gene7163	3131
gene7164	858
gene7165	2173
gene7166	1203
gene7167	1988
gene7168	2130
gene7169	2217
gene7170	1005
gene7171	72
gene7172	1074
gene7173	1026
gene7174	306
gene7175	1111
gene7176	656
gene7177	2270
gene7178	2781
gene7179	1908
gene7180	2408
gene7181	1963
gene7182	1002
gene7183	1167
gene7184	1299
gene7185	1770
gene7186	1875
gene7187	1444
gene7188	558
gene7189	1240
gene7190	2311
gene7191	471
gene7192	1965
gene7193	2346
gene7194	1599
gene7195	2168
gene7196	1818
gene7197	3325
gene7198	1585
gene7199	72
gene7200	1140
gene7201	1871
gene7202	87
gene7203	2916
gene7204	1971
gene7205	2103
gene7206	945
gene7207	1369
gene7208	2154
gene7209	1813
gene7210	351
gene7211	3458
gene7212	5117
gene7213	2296
gene7214	3864
gene7215	1168
gene7216	2044
gene7217	957
gene7218	2682
gene7219	5261
gene7220	73
gene7221	2765
gene7222	1365
gene7223	1171
gene7224	897
gene7225	1425
gene7226	1354
gene7227	1491
gene7228	1467
gene7229	2444
gene7230	2444
gene7231	2161
gene7232	2714
gene7233	1453
gene7234	1135
gene7235	5320
gene7236	1536
gene7237	1664
gene7238	1303
gene7239	92
gene7240	1665
gene7241	1875
gene7242	2536
gene7243	1940
gene7244	87
gene7245	1360
gene7246	4629
gene7247	2019
gene7248	1028
gene7249	4826
gene7250	2101
gene7251	2448
gene7252	1711
gene7253	2288
gene7254	1437
gene7255	1371
gene7256	3010
gene7257	3948
gene7258	89
gene7259	369
gene7260	676
gene7261	2746
gene7262	543
gene7263	2730
gene7264	96
gene7265	3324
gene7266	4286
gene7267	411
gene7268	2826
gene7269	3101
gene7270	2987
gene7271	865
gene7272	4073
gene7273	2093
gene7274	3346
gene7275	1416
gene7276	2873
gene7277	2269
gene7278	1489
gene7279	2573
gene7280	2707
gene7281	4160
gene7282	1247
gene7283	3452
gene7284	1859
gene7285	4425
gene7286	1774
gene7287	2708
gene7288	2220
gene7289	94
gene7290	3737
gene7291	1789
gene7292	1303
gene7293	1485
gene7294	2538
gene7295	1237
gene7296	2758
gene7297	5643
gene7298	1823
gene7299	4291
gene7300	73
gene7301	1703
gene7302	1473
gene7303	3788
gene7304	5008
gene7305	702
